Date,Open,High,Low,Close,Adj Close,Volume
2020-01-15,28.750000,28.870001,28.629999,28.760000,28.252769,9900
2020-01-16,28.650000,28.790001,28.650000,28.719999,28.213474,8000
2020-01-17,28.850000,29.000000,28.650000,28.990000,28.478714,26000
2020-01-21,28.950001,29.000000,28.620001,29.000000,28.488537,26700
2020-01-22,29.010000,29.059999,28.790001,28.920000,28.409948,27000
2020-01-23,28.820000,29.139999,28.820000,29.139999,28.626068,10800
2020-01-24,29.040001,29.100000,28.920000,29.070000,28.557302,7100
2020-01-27,28.990000,29.000000,28.900000,28.940001,28.429596,9600
2020-01-28,28.770000,29.120001,28.770000,29.000000,28.488537,7000
2020-01-29,29.110001,29.150000,28.809999,29.049999,28.537655,13400
2020-01-30,29.059999,29.150000,28.840000,29.090000,28.576950,9800
2020-01-31,29.100000,29.139999,28.959999,29.020000,28.508184,8200
2020-02-03,29.020000,29.059999,28.950001,29.040001,28.527832,10200
2020-02-04,28.930000,29.129999,28.930000,29.059999,28.547478,15100
2020-02-05,29.200001,29.250000,29.150000,29.250000,28.734127,19400
2020-02-06,28.980000,29.320000,28.980000,29.209999,28.694832,18800
2020-02-07,29.080000,29.450001,29.080000,29.400000,28.881481,13600
2020-02-10,29.129999,29.400000,29.059999,29.309999,28.793070,19000
2020-02-11,29.299999,29.350000,29.200001,29.330000,28.812717,12100
2020-02-12,29.280001,29.590000,29.280001,29.580000,29.058308,9400
2020-02-13,29.500000,29.730000,29.250000,29.690001,29.166368,18600
2020-02-14,29.570000,29.700001,29.559999,29.700001,29.176191,11900
2020-02-18,29.730000,29.799999,29.670000,29.700001,29.176191,15500
2020-02-19,29.620001,29.780001,29.580000,29.660000,29.136896,10300
2020-02-20,29.530001,29.670000,29.530001,29.660000,29.136896,10900
2020-02-21,29.760000,29.799999,29.360001,29.440001,28.920778,11900
2020-02-24,29.389999,29.389999,28.820000,28.820000,28.311710,9700
2020-02-25,29.000000,29.290001,28.520000,28.520000,28.017002,39600
2020-02-26,28.780001,29.100000,28.610001,29.090000,28.576950,27200
2020-02-27,28.840000,29.660000,28.750000,28.990000,28.478714,22600
2020-02-28,28.549999,28.980000,28.280001,28.280001,27.781237,69600
2020-03-02,28.480000,28.900000,28.290001,28.850000,28.341183,24500
2020-03-03,28.860001,29.200001,28.780001,29.200001,28.685011,20900
2020-03-04,29.660000,29.660000,29.309999,29.400000,28.881481,7200
2020-03-05,29.100000,29.299999,29.100000,29.100000,28.586773,3500
2020-03-06,28.850000,29.100000,28.540001,28.540001,28.036652,10400
2020-03-09,28.250000,28.590000,27.900000,28.400000,27.899118,41500
2020-03-10,28.520000,28.809999,28.290001,28.590000,28.085768,29000
2020-03-11,28.590000,28.610001,28.290001,28.400000,27.899118,15200
2020-03-12,28.100000,28.240000,26.750000,27.110001,26.631870,59800
2020-03-13,27.790001,28.440001,27.299999,28.350000,27.850000,49300
2020-03-16,26.750000,27.680000,25.280001,25.559999,25.559999,66100
2020-03-17,25.510000,28.000000,25.510000,26.200001,26.200001,38100
2020-03-18,25.500000,26.240000,24.100000,24.750000,24.750000,88500
2020-03-19,25.000000,26.000000,24.170000,25.080000,25.080000,42900
2020-03-20,25.469999,26.150000,25.100000,25.750000,25.750000,20500
2020-03-23,25.770000,25.920000,24.000000,24.670000,24.670000,59000
2020-03-24,25.379999,25.950001,25.080000,25.610001,25.610001,20500
2020-03-25,25.150000,26.809999,24.250000,26.160000,26.160000,34900
2020-03-26,25.940001,26.650000,25.350000,25.719999,25.719999,28700
2020-03-27,25.799999,25.980000,25.139999,25.799999,25.799999,17100
2020-03-30,25.799999,26.180000,25.760000,26.100000,26.100000,20200
2020-03-31,26.969999,26.969999,25.290001,25.290001,25.290001,43200
2020-04-01,25.299999,26.719999,25.250000,25.309999,25.309999,42700
2020-04-02,25.299999,26.100000,25.280001,25.660000,25.660000,13100
2020-04-03,26.180000,26.180000,25.600000,25.900000,25.900000,15600
2020-04-06,25.980000,26.400000,25.700001,25.850000,25.850000,12500
2020-04-07,26.049999,26.389999,25.900000,26.110001,26.110001,13500
2020-04-08,26.299999,26.850000,26.290001,26.709999,26.709999,28200
2020-04-09,27.000000,27.500000,26.860001,26.980000,26.980000,21400
2020-04-13,27.180000,27.180000,25.980000,26.299999,26.299999,14900
2020-04-14,26.320000,26.879999,26.320000,26.770000,26.770000,12500
2020-04-15,26.830000,26.850000,26.240000,26.500000,26.500000,11400
2020-04-16,26.990000,26.990000,26.389999,26.840000,26.840000,13800
2020-04-17,26.690001,26.910000,26.260000,26.330000,26.330000,15600
2020-04-20,26.250000,26.309999,25.850000,26.030001,26.030001,16000
2020-04-21,25.760000,25.760000,25.299999,25.559999,25.559999,22700
2020-04-22,25.600000,26.700001,25.600000,26.100000,26.100000,16000
2020-04-23,26.209999,26.600000,26.110001,26.600000,26.600000,12300
2020-04-24,26.469999,26.750000,26.430000,26.660000,26.660000,9900
2020-04-27,26.700001,26.750000,26.459999,26.530001,26.530001,25500
2020-04-28,26.549999,26.920000,26.549999,26.860001,26.860001,16100
2020-04-29,26.969999,26.990000,26.740000,26.940001,26.940001,14600
2020-04-30,26.520000,26.980000,26.520000,26.980000,26.980000,21500
